id,spelling,char_set_str
1330,dig,dgi
1331,digest,degist
1332,digital,adgilt
1333,dignity,dginty
1334,dilemma,adeilm
1335,diligent,degilnt
1336,dilute,deiltu
1337,dim,dim
1338,dimension,deimnos
1339,diminish,dhimns
1340,dine,dein
1341,dinner,deinr
1342,dip,dip
1343,diploma,adilmop
1344,diplomatic,acdilmopt
1345,direct,cdeirt
1346,direction,cdeinort
1347,directly,cdeilrty
1348,director,cdeiort
1349,directory,cdeiorty
1350,dirt,dirt
1351,dirty,dirty
1352,disable,abdeils
1353,disappear,adeiprs
1354,disappoint,adinopst
1355,disaster,adeirst
1356,disastrous,adiorstu
1357,disc,cdis
1358,discard,acdirs
1359,discern,cdeinrs
1360,discharge,acdeghirs
1361,discipline,cdeilnps
1362,disclose,cdeilos
1363,discount,cdinostu
1364,discourage,acdegiorsu
1365,discourse,cdeiorsu
1366,discover,cdeiorsv
1367,discovery,cdeiorsvy
1368,discreet,cdeirst
1369,discrepancy,acdeinprsy
1370,discriminate,acdeimnrst
1371,discuss,cdisu
1372,disease,adeis
1373,disgrace,acdegirs
1374,disguise,degisu
1375,disgust,dgistu
1376,dish,dhis
1377,dislike,deikls
1378,dismay,adimsy
1379,dismiss,dims
1380,disorder,deiors
1381,disperse,deiprs
1382,displace,acdeilps
1383,display,adilpsy
1384,disposal,adilops
1385,dispose,deiops
1386,disposition,dinopst
1387,dispute,deipstu
1388,disregard,adegirs
1389,disrupt,diprstu
1390,dissipate,adeipst
1391,dissolve,deilosv
1392,distance,acdeinst
1393,distant,adinst
1394,distill,dilst
1395,distinct,cdinst
1396,distinction,cdinost
1397,distinguish,dghinstu
1398,distort,diorst
1399,distract,acdirst
1400,distress,deirst
1401,distribute,bdeirstu
1402,district,cdirst
1403,disturb,bdirstu
1404,disturbance,abcdeinrstu
1405,ditch,cdhit
1406,dive,deiv
1407,diverse,deirsv
1408,diversion,deinorsv
1409,divert,deirtv
1410,divide,deiv
1411,dividend,deinv
1412,divine,deinv
1413,division,dinosv
1414,divorce,cdeiorv
1415,dizzy,diyz
1416,do,do
1417,dock,cdko
1418,doctor,cdort
1419,doctorate,acdeort
1420,document,cdemnotu
1421,documentary,acdemnortuy
1422,dog,dgo
1423,doll,dlo
1424,dollar,adlor
1425,domain,adimno
1426,dome,demo
1427,domestic,cdeimost
1428,dominant,adimnot
1429,dominate,adeimnot
1430,donate,adenot
1431,donkey,deknoy
1432,doom,dmo
1433,door,dor
1434,doorway,adorwy
1435,dorm,dmor
1436,dose,deos
1437,dot,dot
1438,doubt,bdotu
1439,dove,deov
1440,downstairs , adinorstw
1441,downtown,dnotw
1442,downward,adnorw
1443,doze,deoz
1444,dozen,denoz
1445,draft,adfrt
1446,drag,adgr
1447,dragon,adgnor
1448,drain,adinr
1449,drama,admr
1450,dramatic,acdimrt
1451,drastic,acdirst
1452,draw,adrw
1453,drawback,abcdkrw
1454,drawer,aderw
1455,drawing,adginrw
1456,dread,ader
1457,dream,ademr
1458,dress,ders
1459,drift,dfirt
1460,drill,dilr
1461,drink,diknr
1462,drip,dipr
1463,drive,deirv
1464,driver,deirv
1465,drop,dopr
1466,drought,dghortu
1467,drown,dnorw
1468,drug,dgru
1469,drum,dmru
1470,drunk,dknru
1471,dry,dry
1472,dubious,bdiosu
1473,duck,cdku
1474,due,deu
1475,dull,dlu
1476,dumb,bdmu
1477,dump,dmpu
1478,duplicate,acdeilptu
1479,durable,abdelru
1480,duration,adinortu
1481,during,dginru
1482,dusk,dksu
1483,dust,dstu
1484,duty,dtuy
1485,dwarf,adfrw
1486,dwell,delw
1487,dwelling,degilnw
1488,dye,dey
1489,dynamic,acdimny
1490,dynasty,adnsty
1491,each,aceh
1492,eager,aegr
1493,eagle,aegl
1494,ear,aer
1495,early,aelry
1496,earn,aenr
1497,earnest,aenrst
1498,earth,aehrt
1499,earthquake,aehkqrtu
1500,ease,aes
1501,east,aest
1502,Easter,Eaerst
1503,eastern,aenrst
1504,easy,aesy
1505,eat,aet
1506,ebb,be
1507,eccentric,ceinrt
1508,ecept,cept
1509,echo,ceho
1510,eclipse,ceilps
1511,ecology,cegloy
1512,economic,ceimno
1513,economical,aceilmno
1514,economics,ceimnos
1515,economy,cemnoy
1516,edge,deg
1517,edible,bdeil
1518,edit,deit
1519,edition,deinot
1520,editor,deiort
1521,editorial,adeilort
1522,educate,acdetu
1523,education,acdeinotu
1524,effect,ceft
1525,effective,cefitv
1526,efficiency,cefiny
1527,efficient,cefint
1528,effort,efort
1529,ego,ego
1530,either,ehirt
1531,eject,cejt
1532,elaborate,abelort
1533,elapse,aelps
1534,elastic,aceilst
1535,elbow,below
1536,elder,delr
1537,elderly,delry
1538,elect,celt
1539,electric , ceilrt
1540,electrical,aceilrt
1541,electrician,aceilnrt
1542,electricity,ceilrty
1543,electron,celnort
1544,electronic,ceilnort
1545,elegant,aeglnt
1546,element,elmnt
1547,elementary,aelmnrty
1548,elephant,aehlnpt
1549,elevate,aeltv
1550,elevator,aelortv
1551,eligible,begil
1552,eliminate,aeilmnt
1553,elite,eilt
1554,eloquent,elnoqtu
1555,else,els
1556,elsewhere,ehlrsw
1557,embark,abekmr
1558,embarrass,abemrs
1559,embassy,abemsy
1560,embed,bdem
1561,embody,bdemoy
1562,embrace,abcemr
1563,emerge,egmr
1564,emergency,cegmnry
1565,emigrate,aegimrt
1566,eminent,eimnt
1567,emit,eimt
1568,emotion,eimnot
1569,emperor,emopr
1570,emphasis,aehimps
1571,emphasize , aehimpsz
1572,empire,eimpr
1573,empirical,aceilmpr
1574,employ,elmopy
1575,employee,elmopy
1576,employer,elmopry
1577,employment,elmnopty
1578,empty,empty
1579,enable,abeln
1580,enclose,celnos
1581,enclosure,celnorsu
1582,encounter,cenortu
1583,encourage,acegnoru
1584,encyclopedia,acdeilnopy
1585,end,den
1586,endeavor,adenorv
1587,ending,degin
1588,endow,denow
1589,endurance,acdenru
1590,endure,denru
1591,enemy,emny
1592,energetic,ceginrt
1593,energy,egnry
1594,enforce,cefnor
1595,engage,aegn
1596,engagement,aegmnt
1597,engine,egin
1598,engineer,eginr
1599,engineering,eginr
1600,enhance,acehn
1601,enlarge,aeglnr
1602,enlighten,eghilnt
1603,enormous,emnorsu
1604,enquire,einqru
1605,enrich,cehinr
1606,enroll,elnor
1607,ensure,enrsu
1608,entail,aeilnt
1609,enter,enrt
1610,enterprise,einprst
1611,entertain,aeinrt
1612,entertainment,aeimnrt
1613,enthusiasm,aehimnstu
1614,enthusiastic,acehinstu
1615,entire,einrt
1616,entitle,eilnt
1617,entity,einty
1618,entrance,acenrt
1619,entrepreneur,enprtu
1620,entry,enrty
1621,envelope,elnopv
1622,environment,eimnortv
1623,envisage,aeginsv
1624,envy,envy
1625,epidemic,cdeimp
1626,episode,deiops
1627,epoch,cehop
1628,equal,aelqu
1629,equality,aeilqtuy
1630,equation,aeinoqtu
1631,equator,aeoqrtu
1632,equip,eipqu
1633,equipment,eimnpqtu
1634,equivalent,aeilnqtuv
1635,era,aer
1636,erase,aers
1637,erect,cert
1638,erosion,einors
1639,erroneous,enorsu
1640,error,eor
1641,erupt,eprtu
1642,escalate,acelst
1643,escape,aceps
1644,escort,ceorst
1645,especially,aceilpsy
1646,essay,aesy
1647,essence,cens
1648,essential,aeilnst
1649,establish,abehilst
1650,establishment,abehilmnst
1651,estate,aest
1652,esteem,emst
1653,estimate,aeimst
1654,eternal,aelnrt
1655,ethnic,cehint
1656,evacuate,acetuv
1657,evade,adev
1658,evaluate,aeltuv
1659,evaporate,aeoprtv
1660,eve,ev
1661,even,env
1662,event,entv
1663,eventually,aelntuvy
1664,ever,erv
1665,evidence,cdeinv
1666,evident,deintv
1667,evil,eilv
1668,evoke,ekov
1669,evolution,eilnotuv
1670,evolve,elov
1671,exact,acetx
1672,exaggerate,aegrtx
1673,exam,aemx
1674,examine,aeimnx
1675,example,aelmpx
1676,exceed,cdex
1677,exceedingly,cdegilnxy
1678,excel,celx
1679,excellent,celntx
1680,exception,ceinoptx
1681,exceptional,aceilnoptx
1682,excerpt,ceprtx
1683,excess,cesx
1684,excessive,ceisvx
1685,exchange,aceghnx
1686,excite,ceitx
1687,excitement,ceimntx
1688,exciting,cegintx
1689,exclaim,aceilmx
1690,exclude,cdelux
1691,exclusive,ceilsuvx
1692,excursion,ceinorsux
1693,excuse,cesux
1694,execute,cetux
1695,executive,ceituvx
1696,exemplify,efilmpxy
1697,exempt,emptx
1698,exercise,ceirsx
1699,exert,ertx
1700,exhaust,aehstux
1701,exhibit,behitx
1702,exhibition,behinotx
1703,exile,eilx
1704,exist,eistx
1705,existence,ceinstx
1706,exit,eitx
1707,exotic,ceiotx
1708,expand,adenpx
1709,expansion,aeinopsx
1710,expect,ceptx
1711,expectation,aceinoptx
1712,expedition,deinoptx
1713,expel,elpx
1714,expend,denpx
1715,expenditure,deinprtux
1716,expense,enpsx
1717,expensive,einpsvx
1718,experience,ceinprx
1719,experiment,eimnprtx
1720,experimental,aeilmnprtx
1721,expert,eprtx
1722,expertise,eiprstx
1723,expire,eiprx
1724,explain,aeilnpx
1725,explanation,aeilnoptx
1726,explicit,ceilptx
1727,explode,delopx
1728,exploit,eiloptx
1729,explore , eloprx
1730,explosion,eilnopsx
1731,explosive,eilopsvx
1732,export,eoprtx
1733,expose,eopsx
1734,exposure,eoprsux
1735,express,eprsx
1736,expression,einoprsx
1737,exquisite,eiqstux
1738,extend,dentx
1739,extension,einostx
1740,extensive,einstvx
1741,extent,entx
1742,exterior,eiortx
1743,external,aelnrtx
1744,extinct,ceintx
1745,extinguish,eghinstux
1746,extra,aertx
1747,extract,acertx
1748,extraordinary,adeinortxy
1749,extravagant,aegnrtvx
1750,extreme,emrtx
1751,eye,ey
1752,eyebrow,beorwy
1753,eyesight,eghisty
1754,fable,abefl
1755,fabric,abcfir
1756,fabricate,abcefirt
1757,fabulous,abflosu
1758,face,acef
1759,facilitate,acefilt
1760,facility,acfilty
1761,fact,acft
1762,factor,acfort
1763,factory,acforty
1764,faculty,acfltuy
1765,fade,adef
1766,fail,afil
1767,failure,aefilru
1768,faint,afint
1769,fair,afir
1770,fairly,afilry
1771,fairy,afiry
1772,faith,afhit
1773,faithful,afhiltu
1774,fake,aefk
1775,fall,afl
1776,fame,aefm
1777,familiar,afilmr
1778,famine,aefimn
1779,famous,afmosu
1780,fan,afn
1781,fancy,acfny
1782,fantastic,acfinst
1783,fantasy,afnsty
1784,far,afr
1785,fare,aefr
1786,farewell,aeflrw
1787,farm,afmr
1788,farmer,aefmr
1789,farther,aefhrt
1790,fascinate,acefinst
1791,fashion,afhinos
1792,fashionable,abefhilnos
1793,fast,afst
1794,fasten,aefnst
1795,fat,aft
1796,fatal,aflt
1797,fate,aeft
1798,father,aefhrt
1799,fatigue,aefgitu
1800,fault,afltu
1801,faulty,afltuy
1802,favor,aforv
1803,favorable,abeflorv
1804,favorite,aefiortv
1805,fax,afx
1806,fear,aefr
1807,fearful,aeflru
1808,feasible,abefils
1809,feast,aefst
1810,feat,aeft
1811,feather,aefhrt
1812,feature,aefrtu
1813,federal,adeflr
1814,federation,adefinort
1815,fee,ef
1816,feeble,befl
1817,feed,def
1818,feedback,abcdefk
1819,feel,efl
1820,feeling,efgiln
1821,fell,efl
1822,fellow,eflow
1823,fellowship,efhilopsw
1824,female,aeflm
1825,feminine,efimn
1826,fence,cefn
1827,ferry,efry
1828,fertile,efilrt
1829,fertilizer,efilrtz
1830,festival,aefilstv
1831,fetch,cefht
1832,feudal,adeflu
1833,fever,efrv
1834,few,efw
1835,fiber,befir
1836,fiction,cfinot
1837,field,defil
1838,fierce,cefir
1839,fight,fghit
1840,figure,efgiru
1841,file,efil
1842,fill,fil
1843,film,film
1844,filter,efilrt
1845,final,afiln
1846,finally,afilny
1847,finance,acefin
1848,financial,acfiln
1849,find,dfin
1850,finding,dfgin
1851,fine,efin
1852,finger,efginr
1853,finish,fhins
1854,finite,efint
1855,fire,efir
1856,fireman,aefimnr
1857,fireplace,acefilpr
1858,firm,fimr
1859,fisherman,aefhimnrs
1860,fist,fist
1861,fit,fit
1862,fitting,fgint
1863,fix,fix
1864,fixture,efirtux
1865,flag,afgl
1866,flame,aeflm
1867,flap,aflp
1868,flare,aeflr
1869,flash,afhls
1870,flat,aflt
1871,flatter,aeflrt
1872,flavor,aflorv
1873,flaw,aflw
1874,flee,efl
1875,fleet,eflt
1876,flesh,efhls
1877,flexible,befilx
1878,flight,fghilt
1879,fling,fgiln
1880,float,aflot
1881,flock,cfklo
1882,flood,dflo
1883,floor,flor
1884,flour,floru
1885,flourish,fhilorsu
1886,flow,flow
1887,flower,eflorw
1888,flu,flu
1889,fluctuate,acefltu
1890,fluent,eflntu
1891,fluid,dfilu
1892,flush,fhlsu
1893,fly,fly
1894,foam,afmo
1895,focus,cfosu
1896,fog,fgo
1897,fold,dflo
1898,folk,fklo
1899,follow,flow
1900,following,fgilnow
1901,fond,dfno
1902,food,dfo
1903,fool,flo
1904,foolish,fhilos
1905,foot,fot
1906,footstep,efopst
1907,forbid,bdfior
1908,force,cefor
1909,fore,efor
1910,forecast,aceforst
1911,forehead,adefhor
1912,foreign,efginor
1913,foreigner,efginor
1914,foremost,efmorst
1915,foresee,efors
1916,forest,eforst
1917,forge,efgor
1918,forget,efgort
1919,forgive,efgiorv
1920,fork,fkor
1921,form,fmor
1922,formal,aflmor
1923,format,afmort
1924,formation,afimnort
1925,former,efmor
1926,formidable,abdefilmor
1927,formula,aflmoru
1928,formulate,aeflmortu
1929,forth,fhort
1930,forthcoming,cfghimnort
1931,fortnight,fghinort
1932,fortunate,aefnortu
1933,fortune,efnortu
1934,forum,fmoru
1935,forward,adforw
1936,fossil,filos
1937,foster,eforst
1938,foul,flou
1939,found,dfnou
1940,foundation,adfinotu
1941,fountain,afinotu
1942,fraction,acfinort
1943,fracture,acefrtu
1944,fragile,aefgilr
1945,fragment,aefgmnrt
1946,fragrant,afgnrt
1947,frame,aefmr
1948,framework,aefkmorw
1949,frank,afknr
1950,fraud,adfru
1951,free,efr
1952,freedom,defmor
1953,freeze,efrz
1954,freight,efghirt
1955,frequency,cefnqruy
1956,frequent,efnqrtu
1957,fresh,efhrs
1958,friction,cfinort
1959,fridge,defgir
1960,friendly,defilnry
1961,fright,fghirt
1962,frighten,efghinrt
1963,fringe,efginr
1964,frog,fgor
1965,from,fmor
1966,front,fnort
1967,frontier,efinort
1968,frost,forst
1969,frown,fnorw
1970,fruit,firtu
1971,fruitful,filrtu
1972,frustrate,aefrstu
1973,fry,fry
1974,fuel,eflu
1975,fulfill,filu
1976,full,flu
1977,fume,efmu
1978,function,cfinotu
1979,fund,dfnu
1980,fundamental,adeflmntu
1981,funeral,aeflnru
1982,funny,fnuy
1983,fur,fru
1984,furious,fiorsu
1985,furnace,acefnru
1986,furnish,fhinrsu
1987,furniture,efinrtu
1988,further,efhrtu
1989,furthermore,efhmortu
1990,fuse,efsu
1991,fuss,fsu
1992,futile,efiltu
1993,future,efrtu
1994,gain,agin
1995,galaxy,aglxy
1996,gallery,aeglry
1997,gallon,aglno
1998,gallop,aglop
1999,gamble,abeglm
2000,game,aegm
2001,gang,agn
2002,gaol,aglo
2003,gap,agp
2004,garage,aegr
2005,garbage,abegr
2006,garden,adegnr
2007,garlic,acgilr
2008,garment,aegmnrt
2009,gas,ags
2010,gasoline,aegilnos
2011,gasp,agps
2012,gate,aegt
2013,gather,aeghrt
2014,gauge,aegu
2015,gay,agy
2016,gaze,aegz
2017,gear,aegr
2018,gender,degnr
2019,gene,egn
2020,general,aeglnr
2021,generalize,aegilnrz
2022,generate,aegnrt
2023,generation,aeginort
2024,generator,aegnort
2025,generous,egnorsu
2026,genetic,cegint
2027,genius,eginsu
2028,gentle,eglnt
2029,gentleman,aeglmnt
2030,gently,eglnty
2031,genuine,eginu
2032,geography,aeghopry
2033,geology,egloy
2034,geometry,egmorty
2035,germ,egmr
2036,gesture,egrstu
2037,get,egt
2038,ghost,ghost
2039,giant,agint
2040,gift,fgit
2041,gigantic,acgint
2042,giggle,egil
2043,give,egiv
2044,glad,adgl
2045,glamor,aglmor
2046,glance,acegln
2047,glare,aeglr
2048,glass,agls
2049,glide,degil
2050,glimpse,egilmps
2051,glitter,egilrt
2052,global,abglo
2053,globe,beglo
2054,gloomy,glmoy
2055,glorious,gilorsu
2056,glory,glory
2057,glove,eglov
2058,glow,glow
2059,glue,eglu
2060,go,go
2061,goal,aglo
2062,goat,agot
2063,gold,dglo
2064,golden,deglno
2065,golf,fglo
2066,good,dgo
2067,goodness,degnos
2068,goods,dgos
2069,goose,egos
2070,gorgeous,egorsu
2071,gossip,giops
2072,govern,egnorv
2073,government,egmnortv
2074,governor,egnorv
2075,gown,gnow
2076,grab,abgr
2077,grace,acegr
2078,graceful,acefglru
2079,gracious,acgiorsu
2080,grade,adegr
2081,gradual,adglru
2082,graduate,adegrtu
2083,grain,aginr
2084,grammar,agmr
2085,gramme,aegmr
2086,grand,adgnr
2087,grant,agnrt
2088,grape,aegpr
2089,graph,aghpr
2090,graphic,acghipr
2091,grasp,agprs
2092,grass,agrs
2093,grateful,aefglrtu
2094,gratitude,adegirtu
2095,grave,aegrv
2096,gravity,agirtvy
2097,graze,aegrz
2098,grease,aegrs
2099,greedy,degry
2100,green,egnr
2101,greenhouse,eghnorsu
2102,greet,egrt
2103,greeting,eginrt
2104,grey,egry
2105,grief,efgir
2106,grieve,egirv
2107,grim,gimr
2108,grin,ginr
2109,grind,dginr
2110,grip,gipr
2111,groan,agnor
2112,grocer,cegor
2113,grope,egopr
2114,gross,gors
2115,ground,dgnoru
2116,group,gopru
2117,grow,gorw
2118,grown-up,-gnopruw
2119,growth,ghortw
2120,guarantee,aegnrtu
2121,guard,adgru
2122,guest,egstu
2123,guidance,acdeginu
2124,guide,degiu
2125,guideline,degilnu
2126,guilt,giltu
2127,guilty,giltuy
2128,guitar,agirtu
2129,gulf,fglu
2130,gum,gmu
2131,gut,gtu
2132,guy,guy
2133,gymnasium,agimnsuy
2134,habit,abhit
2135,habitat,abhit
2136,hail,ahil
2137,hair,ahir
2138,half,afhl
2139,hall,ahl
2140,halt,ahlt
2141,ham,ahm
2142,hamburger,abeghmru
2143,hammer,aehmr
2144,hamper,aehmpr
2145,hand,adhn
2146,handbook,abdhkno
2147,handful,adfhlnu
2148,handicap,acdhinp
2149,handkerchief,acdefhiknr
2150,handle,adehln
2151,handsome,adehmnos
2152,handwriting,adghinrtw
2153,handy,adhny
2154,hang,aghn
2155,happen,aehnp
2156,harassment,aehmnrst
2157,harbor,abhor
2158,hard,adhr
2159,harden,adehnr
2160,hardly,adhlry
2161,hardship,adhiprs
2162,hardware,adehrw
2163,harm,ahmr
2164,harmony,ahmnory
2165,harness,aehnrs
2166,harsh,ahrs
2167,harvest,aehrstv
2168,haste,aehst
2169,hasty,ahsty
2170,hat,aht
2171,hatch,acht
2172,hate,aeht
2173,hatred,adehrt
2174,haul,ahlu
2175,have,aehv
2176,hawk,ahkw
2177,hay,ahy
2178,hazard,adhrz
2179,he,eh
2180,head,adeh
2181,headache,acdeh
2182,heading,adeghin
2183,headline,adehiln
2184,headmaster,adehmrst
2185,headquarters,adehqrstu
2186,heal,aehl
2187,health,aehlt
2188,healthy,aehlty
2189,heap,aehp
2190,hear,aehr
2191,hearing,aeghinr
2192,heart,aehrt
2193,heat,aeht
2194,heave,aehv
2195,heaven,aehnv
2196,heavy,aehvy
2197,hedge,degh
2198,heel,ehl
2199,height,eghit
2200,heighten,eghint
2201,heir,ehir
2202,helicopter,cehiloprt
2203,hell,ehl
2204,helmet,ehlmt
2205,helpful,efhlpu
2206,hemisphere,ehimprs
2207,hen,ehn
2208,hence,cehn
2209,henceforth,cefhnort
2210,herb,behr
2211,herd,dehr
2212,here,ehr
2213,heritage,aeghirt
2214,hero,ehor
2215,heroic,cehior
2216,heroin,ehinor
2217,heroine,ehinor
2218,hesitate,aehist
2219,hide,dehi
2220,hierarchy,acehiry
2221,high,ghi
2222,highland,adghiln
2223,highlight,ghilt
2224,highly,ghily
2225,highway,aghiwy
2226,hijack,achijk
2227,hike,ehik
2228,hill,hil
2229,hinder,dehinr
2230,hinge,eghin
2231,hint,hint
2232,hip,hip
2233,hire,ehir
2234,historian,ahinorst
2235,historic , chiorst
2236,historical,achilorst
2237,history,hiorsty
2238,hit,hit
2239,hitherto,ehiort
2240,hobby,bhoy
2241,hoist,hiost
2242,hold,dhlo
2243,holder,dehlor
2244,hole,ehlo
2245,hollow,hlow
2246,holy,hloy
2247,home,ehmo
2248,homework,ehkmorw
2249,homogeneous,eghmnosu
2250,honest,ehnost
2251,honey,ehnoy
2252,honor,hnor
2253,honorable,abehlnor
2254,hook,hko
2255,hop,hop
2256,hope,ehop
2257,hopeful,efhlopu
2258,horizon,hinorz
2259,horizontal,ahilnortz
2260,horn,hnor
2261,horrible,behilor
2262,horror,hor
2263,horsepower,ehoprsw
2264,hose,ehos
2265,hospital,ahilopst
2266,hospitality,ahilopsty
2267,host,host
2268,hostage,aeghost
2269,hostess,ehost
2270,hostile,ehilost
2271,hot,hot
2272,hotel,ehlot
2273,hound,dhnou
2274,house,ehosu
2275,household,dehlosu
2276,housewife,efhiosuw
2277,housework,ehkorsuw
2278,housing,ghinosu
2279,hover,ehorv
2280,how,how
2281,however,ehorvw
2282,howl,hlow
2283,huddle,dehlu
2284,hug,ghu
2285,huge,eghu
2286,hum,hmu
2287,human,ahmnu
2288,humanity,ahimntuy
2289,humble,behlmu
2290,humid,dhimu
2291,humidity,dhimtuy
2292,humiliate,aehilmtu
2293,humor,hmoru
2294,humorous,hmorsu
2295,hundred,dehnru
2296,hunger,eghnru
2297,hungry,ghnruy
2298,hunt,hntu
2299,hurl,hlru
2300,hurricane,acehinru
2301,hurry,hruy
2302,hurt,hrtu
2303,husband,abdhnsu
2304,hut,htu
2305,hydrogen,deghnory
2306,hypocrisy,chioprsy
2307,hypothesis,ehiopsty
2308,hysterical,acehilrsty
2309,I,I
2310,ice,cei
2311,idea,adei
2312,ideal,adeil
2313,identical,acdeilnt
2314,identification,acdefinot
2315,identify,definty
2316,identity,deinty
2317,ideology,degiloy
2318,idiom,dimo
2319,idiot,diot
2320,idle,deil
2321,if,fi
2322,ignite,egint
2323,ignorance,aceginor
2324,ignorant,aginort
2325,ignore,eginor
2326,ill,il
2327,illegal,aegil
2328,illiterate,aeilrt
2329,illness,eilns
2330,illuminate,aeilmntu
2331,illusion,ilnosu
2332,illustrate,aeilrstu
2333,illustration,ailnorstu
2334,image,aegim
2335,imaginary,agimnry
2336,imagination,agimnot
2337,imaginative,aegimntv
2338,imagine,aegimn
2339,imitate,aeimt
2340,imitation,aimnot
2341,immediate,adeimt
2342,immense,eimns
2343,immerse,eimrs
2344,immigrant,agimnrt
2345,immune,eimnu
2346,impact,acimpt
2347,impair,aimpr
2348,impart,aimprt
2349,impatient,aeimnpt
2350,imperative,aeimprtv
2351,imperial,aeilmpr
2352,impetus,eimpstu
2353,implement,eilmnpt
2354,implication,acilmnopt
2355,implicit,cilmpt
2356,imply,ilmpy
2357,import,imoprt
2358,importance , aceimnoprt
2359,important,aimnoprt
2360,impose,eimops
2361,impossible,beilmops
2362,impress,eimprs
2363,impression,eimnoprs
2364,impressive,eimprsv
2365,improve,eimoprv
2366,improvement,eimnoprtv
2367,impulse,eilmpsu
